"Name","Team","G","PA","AB","H","2B","3B","HR","R","RBI","BB","SO","HBP","SB","CS","-1","AVG","OBP","SLG","OPS","wOBA","-1","wRC+","BsR","Fld","-1","Off","Def","WAR","-1","ADP","playerid"
"Dash Winningham","","0","1","1","0","0","0","0","0","0","0","0","0","0","0","",".198",".249",".314",".563",".243","","46","0.0","0.0","","-0.1","0.0","0.0","","999.0","sa829127"
"Tyler Benson","Padres","0","1","1","0","0","0","0","0","0","0","0","0","0","0","",".183",".237",".267",".504",".221","","34","0.0","0.0","","-0.1","0.0","0.0","","999.0","sa3004398"
"Devin Davis","","0","1","1","0","0","0","0","0","0","0","0","0","0","0","",".206",".253",".311",".564",".243","","45","0.0","0.0","","-0.1","0.0","0.0","","999.0","sa875805"
"Cody Farhat","Indians","0","1","1","0","0","0","0","0","0","0","0","0","0","0","",".184",".229",".288",".517",".224","","29","0.0","0.0","","-0.1","0.0","0.0","","999.0","sa3008078"
"Hector Martinez","","0","1","1","0","0","0","0","0","0","0","0","0","0","0","",".189",".221",".271",".492",".212","","25","0.0","0.0","","-0.1","0.0","0.0","","999.0","sa827974"
"Luis De Los Santos","Blue Jays","0","1","1","0","0","0","0","0","0","0","0","0","0","0","",".182",".212",".248",".460",".200","","18","0.0","0.0","","-0.1","0.0","0.0","","999.0","sa917822"
"Trey Vickers","","0","1","1","0","0","0","0","0","0","0","0","0","0","0","",".183",".220",".246",".466",".204","","20","0.0","0.0","","-0.1","0.0","0.0","","999.0","sa3006932"
"Camilo Quinteiro","","0","1","1","0","0","0","0","0","0","0","0","0","0","0","",".180",".236",".239",".475",".212","","25","0.0","0.0","","-0.1","0.0","0.0","","999.0","sa3006902"
"Jose King","Tigers","0","1","1","0","0","0","0","0","0","0","0","0","0","0","",".184",".219",".241",".460",".202","","17","0.0","0.0","","-0.1","0.0","0.0","","999.0","sa917184"
"Isael Soto","","0","1","1","0","0","0","0","0","0","0","0","0","0","0","",".175",".226",".287",".513",".221","","31","0.0","0.0","","-0.1","0.0","0.0","","999.0","sa830217"
"Kevin Rivera","","0","1","1","0","0","0","0","0","0","0","0","0","0","0","",".190",".228",".258",".486",".212","","25","0.0","0.0","","-0.1","0.0","0.0","","999.0","sa829322"
"Luke Wakamatsu","Indians","0","1","1","0","0","0","0","0","0","0","0","0","0","0","",".168",".218",".250",".469",".206","","17","0.0","0.0","","-0.1","0.0","0.0","","999.0","sa875259"
"Caleb Knight","Cubs","0","1","1","0","0","0","0","0","0","0","0","0","0","0","",".164",".212",".241",".453",".200","","17","0.0","0.0","","-0.1","0.0","0.0","","999.0","sa3008279"
"Zac Taylor","Cubs","0","1","1","0","0","0","0","0","0","0","0","0","0","0","",".184",".229",".293",".522",".225","","34","0.0","0.0","","-0.1","0.0","0.0","","999.0","sa3010391"
"Mariel Bautista","Reds","0","1","1","0","0","0","0","0","0","0","0","0","0","0","",".198",".238",".292",".531",".229","","34","0.0","0.0","","-0.1","0.0","0.0","","999.0","sa872535"
"Gabe Snyder","Twins","0","1","1","0","0","0","0","0","0","0","0","0","0","0","",".198",".242",".316",".558",".240","","43","0.0","0.0","","-0.1","0.0","0.0","","999.0","sa3006880"
"Nico Giarratano","","0","1","1","0","0","0","0","0","0","0","0","0","0","0","",".176",".224",".236",".460",".204","","20","0.0","0.0","","-0.1","0.0","0.0","","999.0","sa857718"
"Brock Carpenter","","0","1","1","0","0","0","0","0","0","0","0","0","0","0","",".171",".222",".262",".484",".212","","25","0.0","0.0","","-0.1","0.0","0.0","","999.0","sa738974"
"Kevin Maitan","Angels","0","1","1","0","0","0","0","0","0","0","0","0","0","0","",".168",".207",".243",".450",".196","","17","0.0","0.0","","-0.1","0.0","0.0","","999.0","sa969045"
"Jose Ruiz","","0","1","1","0","0","0","0","0","0","0","0","0","0","0","",".203",".249",".320",".569",".244","","47","0.0","0.0","","-0.1","0.0","0.0","","999.0","sa523975"
"Miles Gordon","","0","1","1","0","0","0","0","0","0","0","0","0","0","0","",".187",".233",".276",".509",".221","","31","0.0","0.0","","-0.1","0.0","0.0","","999.0","sa875024"
"Ryan Tufts","","0","1","1","0","0","0","0","0","0","0","0","0","0","0","",".176",".221",".265",".486",".212","","25","0.0","0.0","","-0.1","0.0","0.0","","999.0","sa3004403"
"Jonathan Sierra","Cubs","0","1","1","0","0","0","0","0","0","0","0","0","0","0","",".203",".239",".279",".518",".225","","33","0.0","0.0","","-0.1","0.0","0.0","","999.0","sa917303"
"Carter Bins","Mariners","0","1","1","0","0","0","0","0","0","0","0","0","0","0","",".142",".199",".216",".416",".186","","12","0.0","0.0","","-0.1","0.0","0.0","","999.0","sa1115884"
"Bryce Ball","Braves","0","1","1","0","0","0","0","0","0","0","0","0","0","0","",".205",".247",".340",".586",".248","","47","0.0","0.0","","-0.1","0.0","0.0","","999.0","sa1170451"
"Daniel Ozoria","Twins","0","1","1","0","0","0","0","0","0","0","0","0","0","0","",".179",".219",".236",".455",".201","","17","0.0","0.0","","-0.1","0.0","0.0","","999.0","sa3003218"
"Miguel Hiraldo","Blue Jays","0","1","1","0","0","0","0","0","0","0","0","0","0","0","",".182",".211",".248",".458",".199","","17","0.0","0.0","","-0.1","0.0","0.0","","999.0","sa3005486"
"Logan Baldwin","","0","1","1","0","0","0","0","0","0","0","0","0","0","0","",".190",".230",".280",".510",".221","","31","0.0","0.0","","-0.1","0.0","0.0","","999.0","sa3004751"
"Edwin Figuera","","0","1","1","0","0","0","0","0","0","0","0","0","0","0","",".190",".222",".242",".464",".203","","19","0.0","0.0","","-0.1","0.0","0.0","","999.0","sa872730"
"Matt Wallner","Twins","0","1","1","0","0","0","0","0","0","0","0","0","0","0","",".181",".224",".278",".503",".218","","29","0.0","0.0","","-0.1","0.0","0.0","","999.0","sa918808"
"Rayneldy Rosario","","0","1","1","0","0","0","0","0","0","0","0","0","0","0","",".190",".231",".277",".509",".221","","31","0.0","0.0","","-0.1","0.0","0.0","","999.0","sa916704"
"Quincy Nieporte","","0","1","1","0","0","0","0","0","0","0","0","0","0","0","",".205",".246",".316",".562",".241","","45","0.0","0.0","","-0.1","0.0","0.0","","999.0","sa3004819"
"Jhoandro Alfaro","","0","1","1","0","0","0","0","0","0","0","0","0","0","0","",".163",".206",".239",".445",".195","","14","0.0","0.0","","-0.1","0.0","0.0","","999.0","sa877352"
"Manny Jefferson","","0","1","1","0","0","0","0","0","0","0","0","0","0","0","",".176",".221",".240",".461",".203","","19","0.0","0.0","","-0.1","0.0","0.0","","999.0","sa918282"
"Clay Dungan","Royals","0","1","1","0","0","0","0","0","0","0","0","0","0","0","",".186",".221",".239",".459",".202","","17","0.0","0.0","","-0.1","0.0","0.0","","999.0","sa1169803"
"Davis Bradshaw","Marlins","0","1","1","0","0","0","0","0","0","0","0","0","0","0","",".200",".233",".269",".502",".218","","33","0.0","0.0","","-0.1","0.0","0.0","","999.0","sa3007031"
"Jonatan Machado","Cardinals","0","1","1","0","0","0","0","0","0","0","0","0","0","0","",".198",".234",".272",".505",".220","","33","0.0","0.0","","-0.1","0.0","0.0","","999.0","sa924310"
"Liover Peguero","Pirates","0","1","1","0","0","0","0","0","0","0","0","0","0","0","",".188",".222",".246",".468",".205","","22","0.0","0.0","","-0.1","0.0","0.0","","999.0","sa3005582"
"Ricardo Vazquez","","0","1","1","0","0","0","0","0","0","0","0","0","0","0","",".180",".227",".288",".514",".222","","32","0.0","0.0","","-0.1","0.0","0.0","","999.0","sa509432"
"Nick Heath","","3","13","12","3","0","0","0","1","1","1","4","0","1","0","",".227",".293",".330",".623",".272","","64","0.0","0.0","","-0.6","0.1","0.0","","593.4","sa918355"
"Carlos Belonis","","0","1","1","0","0","0","0","0","0","0","0","0","0","0","",".184",".233",".269",".503",".220","","30","0.0","0.0","","-0.1","0.0","0.0","","999.0","sa657248"
"Eric Jenkins","","0","1","1","0","0","0","0","0","0","0","0","0","0","0","",".181",".234",".266",".500",".219","","30","0.0","0.0","","-0.1","0.0","0.0","","999.0","sa874775"
"Chris DeVito","","0","1","1","0","0","0","0","0","0","0","0","0","0","0","",".198",".246",".312",".558",".241","","44","0.0","0.0","","-0.1","0.0","0.0","","999.0","sa918117"
"Cameron Baranek","","0","1","1","0","0","0","0","0","0","0","0","0","0","0","",".185",".232",".271",".504",".220","","30","0.0","0.0","","-0.1","0.0","0.0","","999.0","sa3004281"
"Shervyen Newton","Mets","0","1","1","0","0","0","0","0","0","0","0","0","0","0","",".165",".215",".235",".450",".198","","21","0.0","0.0","","-0.1","0.0","0.0","","999.0","sa917119"
"Garrett Hope","","0","1","1","0","0","0","0","0","0","0","0","0","0","0","",".154",".203",".239",".442",".194","","13","0.0","0.0","","-0.1","0.0","0.0","","999.0","sa879514"
"Grant Little","Padres","0","1","1","0","0","0","0","0","0","0","0","0","0","0","",".192",".239",".260",".499",".220","","33","0.0","0.0","","-0.1","0.0","0.0","","999.0","sa3008031"
"Grant Heyman","Diamondbacks","0","1","1","0","0","0","0","0","0","0","0","0","0","0","",".189",".226",".299",".524",".225","","33","0.0","0.0","","-0.1","0.0","0.0","","999.0","sa658171"
"Leandro Santana","","0","1","1","0","0","0","0","0","0","0","0","0","0","0","",".174",".220",".263",".483",".210","","24","0.0","0.0","","-0.1","0.0","0.0","","999.0","sa828255"
"Brandon Riley","","0","1","1","0","0","0","0","0","0","0","0","0","0","0","",".188",".240",".257",".497",".220","","30","0.0","0.0","","-0.1","0.0","0.0","","999.0","sa3007972"
"Colby Lusignan","","0","1","1","0","0","0","0","0","0","0","0","0","0","0","",".191",".246",".311",".556",".240","","44","0.0","0.0","","-0.1","0.0","0.0","","999.0","sa918648"
"Chandler Avant","","0","1","1","0","0","0","0","0","0","0","0","0","0","0","",".191",".227",".255",".482",".210","","24","0.0","0.0","","-0.1","0.0","0.0","","999.0","sa3006778"
"Will Brennan","Indians","0","1","1","0","0","0","0","0","0","0","0","0","0","0","",".193",".233",".277",".510",".222","","28","0.0","0.0","","-0.1","0.0","0.0","","999.0","sa3010039"
"Guillermo Quintana","Royals","0","1","1","0","0","0","0","0","0","0","0","0","0","0","",".170",".209",".231",".439",".193","","11","0.0","0.0","","-0.1","0.0","0.0","","999.0","sa3005916"
"Starling Heredia","Dodgers","0","1","1","0","0","0","0","0","0","0","0","0","0","0","",".167",".228",".267",".494",".217","","32","0.0","0.0","","-0.1","0.0","0.0","","999.0","sa917328"
"Marcos Almonte","","0","1","1","0","0","0","0","0","0","0","0","0","0","0","",".189",".222",".263",".485",".210","","24","0.0","0.0","","-0.1","0.0","0.0","","999.0","sa828122"
"Brayan Morales","Dodgers","0","1","1","0","0","0","0","0","0","0","0","0","0","0","",".194",".234",".264",".498",".217","","32","0.0","0.0","","-0.1","0.0","0.0","","999.0","sa918374"
"Justin Harrer","Pirates","0","1","1","0","0","0","0","0","0","0","0","0","0","0","",".182",".232",".273",".505",".221","","32","0.0","0.0","","-0.1","0.0","0.0","","999.0","sa3007504"
"Trey Dawson","","0","1","1","0","0","0","0","0","0","0","0","0","0","0","",".171",".222",".232",".454",".202","","18","0.0","0.0","","-0.1","0.0","0.0","","999.0","sa3007868"
"Matt Morgan","","0","1","1","0","0","0","0","0","0","0","0","0","0","0","",".152",".208",".228",".436",".194","","13","0.0","0.0","","-0.1","0.0","0.0","","999.0","sa828869"
"Brandon Dulin","White Sox","0","1","1","0","0","0","0","0","0","0","0","0","0","0","",".180",".236",".304",".540",".233","","42","0.0","0.0","","-0.1","0.0","0.0","","999.0","sa737912"
"Anthony Churlin","","0","1","1","0","0","0","0","0","0","0","0","0","0","0","",".188",".231",".272",".503",".219","","30","0.0","0.0","","-0.1","0.0","0.0","","999.0","sa918339"
"Chris Iriart","","0","1","1","0","0","0","0","0","0","0","0","0","0","0","",".184",".236",".323",".560",".240","","44","0.0","0.0","","-0.1","0.0","0.0","","999.0","sa875590"
"Jhon Torres","Cardinals","0","1","1","0","0","0","0","0","0","0","0","0","0","0","",".179",".227",".275",".501",".218","","32","0.0","0.0","","-0.1","0.0","0.0","","999.0","sa3003233"
"Lenin Rodriguez","","0","1","1","0","0","0","0","0","0","0","0","0","0","0","",".159",".209",".227",".436",".194","","13","0.0","0.0","","-0.1","0.0","0.0","","999.0","sa871435"
"Doran Turchin","Orioles","0","1","1","0","0","0","0","0","0","0","0","0","0","0","",".173",".230",".265",".495",".218","","28","0.0","0.0","","-0.1","0.0","0.0","","999.0","sa3006680"
"Nick Thurman","","0","1","1","0","0","0","0","0","0","0","0","0","0","0","",".159",".208",".229",".437",".193","","13","0.0","0.0","","-0.1","0.0","0.0","","999.0","sa919821"
"Dylan Harris","","0","1","1","0","0","0","0","0","0","0","0","0","0","0","",".191",".225",".255",".480",".210","","24","0.0","0.0","","-0.1","0.0","0.0","","999.0","sa3007918"
"Grant Massey","","0","1","1","0","0","0","0","0","0","0","0","0","0","0","",".186",".221",".238",".459",".201","","18","0.0","0.0","","-0.1","0.0","0.0","","999.0","sa875816"
"Michael Siani","Reds","0","1","1","0","0","0","0","0","0","0","0","0","0","0","",".193",".241",".278",".519",".226","","32","0.0","0.0","","-0.1","0.0","0.0","","999.0","sa3008182"
"Yonathan Perlaza","Cubs","0","1","1","0","0","0","0","0","0","0","0","0","0","0","",".190",".230",".259",".489",".213","","26","0.0","0.0","","-0.1","0.0","0.0","","999.0","sa917302"
"Alexander Guerra","","0","1","1","0","0","0","0","0","0","0","0","0","0","0","",".157",".198",".249",".447",".193","","13","0.0","0.0","","-0.1","0.0","0.0","","999.0","sa3006899"
"Armond Upshaw","Nationals","0","1","1","0","0","0","0","0","0","0","0","0","0","0","",".187",".250",".259",".509",".226","","32","0.0","0.0","","-0.1","0.0","0.0","","999.0","sa918220"
"Bryant Quijada","Rockies","0","1","1","0","0","0","0","0","0","0","0","0","0","0","",".188",".235",".267",".502",".219","","15","0.0","0.0","","-0.1","0.0","0.0","","999.0","sa3004882"
"Moises Perez","","0","1","1","0","0","0","0","0","0","0","0","0","0","0","",".182",".217",".243",".460",".201","","18","0.0","0.0","","-0.1","0.0","0.0","","999.0","sa828179"
"Oliver Ortiz","","0","1","1","0","0","0","0","0","0","0","0","0","0","0","",".180",".225",".279",".504",".219","","30","0.0","0.0","","-0.1","0.0","0.0","","999.0","sa743087"
"Josh Almonte","","0","1","1","0","0","0","0","0","0","0","0","0","0","0","",".187",".228",".275",".504",".219","","30","0.0","0.0","","-0.1","0.0","0.0","","999.0","sa658538"
"Andres Chaparro","Yankees","0","1","1","0","0","0","0","0","0","0","0","0","0","0","",".169",".214",".254",".469",".205","","21","0.0","0.0","","-0.1","0.0","0.0","","999.0","sa916976"
"Beau Brundage","Rays","0","1","1","0","0","0","0","0","0","0","0","0","0","0","",".168",".226",".246",".472",".209","","27","0.0","0.0","","-0.1","0.0","0.0","","999.0","sa3008246"
"Brandon Lewis","Dodgers","0","1","1","0","0","0","0","0","0","0","0","0","0","0","",".174",".212",".268",".480",".207","","26","0.0","0.0","","-0.1","0.0","0.0","","999.0","sa3010035"
"Dionis Paulino","","0","1","1","0","0","0","0","0","0","0","0","0","0","0","",".185",".226",".278",".504",".218","","29","0.0","0.0","","-0.1","0.0","0.0","","999.0","sa828542"
"Luke Becker","","0","1","1","0","0","0","0","0","0","0","0","0","0","0","",".179",".230",".241",".471",".209","","23","0.0","0.0","","-0.1","0.0","0.0","","999.0","sa3006665"
"Adalberto Carrillo","","0","1","1","0","0","0","0","0","0","0","0","0","0","0","",".163",".207",".231",".438",".193","","12","0.0","0.0","","-0.1","0.0","0.0","","999.0","sa3004967"
"Michael Harris","Braves","0","1","1","0","0","0","0","0","0","0","0","0","0","0","",".190",".233",".283",".517",".224","","32","0.0","0.0","","-0.1","0.0","0.0","","999.0","sa3010684"
"Lean Marrero","","0","1","1","0","0","0","0","0","0","0","0","0","0","0","",".186",".225",".279",".504",".218","","29","0.0","0.0","","-0.1","0.0","0.0","","999.0","sa875650"
"John Rave","Royals","0","1","1","0","0","0","0","0","0","0","0","0","0","0","",".183",".229",".267",".497",".217","","27","0.0","0.0","","-0.1","0.0","0.0","","999.0","sa918890"
"Eduardo Valencia","Tigers","0","1","1","0","0","0","0","0","0","0","0","0","0","0","",".171",".205",".230",".434",".190","","10","0.0","0.0","","-0.1","0.0","0.0","","999.0","sa3006622"
"Anthony Peroni","","0","1","1","0","0","0","0","0","0","0","0","0","0","0","",".160",".206",".230",".436",".193","","12","0.0","0.0","","-0.1","0.0","0.0","","999.0","sa3004612"
"Nick Pratto","Royals","0","1","1","0","0","0","0","0","0","0","0","0","0","0","",".192",".247",".300",".547",".237","","41","0.0","0.0","","-0.1","0.0","0.0","","999.0","sa3004138"
"Chris Shaw","","0","1","1","0","0","0","0","0","0","0","0","0","0","0","",".159",".199",".243",".442",".192","","12","0.0","0.0","","-0.1","0.0","0.0","","999.0","sa659286"
"Jesus Alastre","","0","1","1","0","0","0","0","0","0","0","0","0","0","0","",".189",".230",".270",".500",".218","","29","0.0","0.0","","-0.1","0.0","0.0","","999.0","sa826646"
"Joseph Ortiz","Orioles","0","1","1","0","0","0","0","0","0","0","0","0","0","0","",".175",".220",".228",".448",".199","","15","0.0","0.0","","-0.1","0.0","0.0","","999.0","sa3009889"
"Corey Joyce","Tigers","0","1","1","0","0","0","0","0","0","0","0","0","0","0","",".186",".219",".254",".473",".206","","20","0.0","0.0","","-0.1","0.0","0.0","","999.0","sa3010596"
"Elvis Rubio","","0","1","1","0","0","0","0","0","0","0","0","0","0","0","",".181",".225",".277",".501",".217","","29","0.0","0.0","","-0.1","0.0","0.0","","999.0","sa597185"
"McCarthy Tatum","Phillies","0","1","1","0","0","0","0","0","0","0","0","0","0","0","",".176",".222",".266",".489",".213","","25","0.0","0.0","","-0.1","0.0","0.0","","999.0","sa3010582"
"Cameron Simmons","","0","1","1","0","0","0","0","0","0","0","0","0","0","0","",".179",".222",".280",".502",".217","","29","0.0","0.0","","-0.1","0.0","0.0","","999.0","sa3009955"
"Morgan McCullough","","0","1","1","0","0","0","0","0","0","0","0","0","0","0","",".179",".226",".245",".472",".208","","23","0.0","0.0","","-0.1","0.0","0.0","","999.0","sa3009868"
"Zach Rheams","","0","1","1","0","0","0","0","0","0","0","0","0","0","0","",".173",".222",".280",".502",".217","","29","0.0","0.0","","-0.1","0.0","0.0","","999.0","sa3008050"
"Romer Cuadrado","Dodgers","0","1","1","0","0","0","0","0","0","0","0","0","0","0","",".181",".227",".265",".493",".215","","31","0.0","0.0","","-0.1","0.0","0.0","","999.0","sa872527"
"Frederick Cuevas","Yankees","0","1","1","0","0","0","0","0","0","0","0","0","0","0","",".183",".224",".264",".489",".213","","26","0.0","0.0","","-0.1","0.0","0.0","","999.0","sa872550"
"Nelson Velazquez","Cubs","0","1","1","0","0","0","0","0","0","0","0","0","0","0","",".186",".228",".285",".513",".221","","31","0.0","0.0","","-0.1","0.0","0.0","","999.0","sa3005129"
